P01_01_0,P01_01,4,101,3,3,2413
P01_01_1,P01_01,131,185,6,114,3331
P01_01_10,P01_01,749,786,3,8,2459
P01_01_100,P01_01,14392,14426,0,13,33
P01_01_101,P01_01,14444,14466,3,3,2413
P01_01_102,P01_01,14463,14490,5,13,3013
P01_01_103,P01_01,14556,14616,0,21,118
P01_01_104,P01_01,14651,14673,1,21,1226
P01_01_105,P01_01,14760,14782,3,21,2392
P01_01_106,P01_01,14796,14831,5,21,3085
P01_01_107,P01_01,14874,14909,4,6,2798
P01_01_108,P01_01,14989,15018,5,21,3085
P01_01_109,P01_01,15070,15099,0,2,106
P01_01_11,P01_01,876,939,4,12,2729
P01_01_110,P01_01,15139,15237,1,2,1216
P01_01_111,P01_01,15244,15298,3,8,2459
P01_01_112,P01_01,15278,15346,0,8,244
P01_01_113,P01_01,15379,15432,1,8,1350
P01_01_114,P01_01,15504,15541,3,8,2459
P01_01_115,P01_01,15536,15573,0,14,44
P01_01_116,P01_01,15580,15607,1,14,1156
P01_01_117,P01_01,15635,15662,0,20,107
P01_01_118,P01_01,15657,15856,10,94,353
P01_01_12,P01_01,1100,1133,1,94,1364
P01_01_120,P01_01,16261,16289,0,21,118
P01_01_121,P01_01,16391,16422,3,12,2345
P01_01_122,P01_01,16422,16470,5,21,3085
P01_01_123,P01_01,16478,16500,4,12,2729
P01_01_124,P01_01,16602,16634,0,20,107
P01_01_125,P01_01,16639,16755,10,94,353
P01_01_126,P01_01,16833,16869,0,96,260
P01_01_127,P01_01,16833,16875,0,96,260
P01_01_128,P01_01,16862,16884,0,41,203
P01_01_129,P01_01,16927,17065,7,41,3530
P01_01_13,P01_01,1253,1276,3,3,2413
P01_01_130,P01_01,17075,17130,59,96,2981
P01_01_131,P01_01,17232,17607,77,41,3439
P01_01_132,P01_01,17610,17867,77,41,3439
P01_01_133,P01_01,17708,18021,77,41,3439
P01_01_134,P01_01,18065,19169,77,41,3439
P01_01_135,P01_01,19185,19208,1,96,1366
P01_01_136,P01_01,19254,19284,13,41,734
P01_01_137,P01_01,19334,19359,0,96,260
P01_01_138,P01_01,19490,19523,1,96,1366
P01_01_139,P01_01,19583,19614,13,41,734
P01_01_14,P01_01,1296,1399,0,18,87
P01_01_140,P01_01,19642,19672,0,20,107
P01_01_141,P01_01,19671,19828,10,94,353
P01_01_142,P01_01,19876,19906,3,3,2413
P01_01_143,P01_01,19906,19959,0,5,212
P01_01_144,P01_01,20019,20224,1,5,1318
P01_01_145,P01_01,20250,20309,23,24,1533
P01_01_146,P01_01,20385,20468,0,44,206
P01_01_147,P01_01,20502,20920,9,27,3756
P01_01_148,P01_01,20596,20746,38,27,2299
P01_01_149,P01_01,20972,21057,1,44,1312
P01_01_15,P01_01,1393,1434,1,18,1198
P01_01_150,P01_01,21115,21162,0,31,192
P01_01_151,P01_01,21236,21392,9,31,3764
P01_01_152,P01_01,21394,21491,4,31,2779
P01_01_153,P01_01,21494,21534,1,31,1298
P01_01_154,P01_01,21537,21564,0,20,107
P01_01_155,P01_01,21570,21601,0,18,87
P01_01_156,P01_01,21613,21671,9,16,3721
P01_01_157,P01_01,21673,21706,1,18,1198
P01_01_158,P01_01,21711,21944,10,94,353
P01_01_159,P01_01,21911,22502,10,94,353
P01_01_16,P01_01,1432,1462,4,3,2778
P01_01_160,P01_01,22511,22545,0,38,199
P01_01_161,P01_01,22548,22594,3,38,2421
P01_01_162,P01_01,22582,22620,1,38,1305
P01_01_163,P01_01,22592,22634,3,8,2459
P01_01_164,P01_01,22648,22701,0,1,1
P01_01_165,P01_01,22734,22847,9,38,3770
P01_01_166,P01_01,22864,22909,9,38,3770
P01_01_167,P01_01,22881,22931,10,27,311
P01_01_168,P01_01,22947,22972,4,38,2783
P01_01_169,P01_01,22983,23003,1,1,1112
P01_01_17,P01_01,1549,1590,3,8,2459
P01_01_170,P01_01,23025,23082,1,38,1305
P01_01_171,P01_01,23086,23108,0,20,107
P01_01_172,P01_01,23107,23139,10,94,353
P01_01_173,P01_01,23142,23179,17,24,1002
P01_01_174,P01_01,23241,24247,10,94,353
P01_01_175,P01_01,23270,23448,10,94,353
P01_01_176,P01_01,23679,24589,10,94,353
P01_01_177,P01_01,24586,24626,1,20,1217
P01_01_178,P01_01,24636,24672,3,3,2413
P01_01_179,P01_01,24672,24755,0,3,190
P01_01_18,P01_01,1605,1680,0,4,201
P01_01_180,P01_01,24728,24773,1,4,1307
P01_01_181,P01_01,24807,24858,0,55,218
P01_01_182,P01_01,24876,25059,3,55,2437
P01_01_183,P01_01,25174,25213,1,55,1324
P01_01_184,P01_01,25221,25249,0,20,107
P01_01_185,P01_01,25252,25418,10,94,353
P01_01_186,P01_01,25421,25923,10,94,353
P01_01_187,P01_01,25927,25959,1,20,1217
P01_01_188,P01_01,25980,26018,0,81,246
P01_01_189,P01_01,26087,26130,0,4,201
P01_01_19,P01_01,1606,1630,0,4,201
P01_01_190,P01_01,26126,26253,7,81,3551
P01_01_191,P01_01,26264,26552,3,21,2392
P01_01_192,P01_01,26577,26675,9,81,3797
P01_01_193,P01_01,26685,26727,1,21,1226
P01_01_194,P01_01,26726,27128,10,94,353
P01_01_195,P01_01,27125,27155,1,20,1217
P01_01_196,P01_01,27158,27245,0,21,118
P01_01_197,P01_01,27279,27344,13,36,730
P01_01_198,P01_01,27342,27407,13,36,730
P01_01_199,P01_01,27528,27552,13,23,715
P01_01_2,P01_01,209,284,4,3,2778
P01_01_20,P01_01,1641,1672,1,4,1307
P01_01_200,P01_01,27649,27671,0,20,107
P01_01_201,P01_01,27649,27860,10,94,353
P01_01_202,P01_01,27858,27898,0,55,218
P01_01_203,P01_01,27953,28128,9,55,3782
P01_01_204,P01_01,28153,28288,9,55,3782
P01_01_205,P01_01,28363,28548,28,19,1770
P01_01_206,P01_01,28551,28591,4,19,2761
P01_01_207,P01_01,28618,28650,3,3,2413
P01_01_208,P01_01,28651,28706,5,55,3159
P01_01_209,P01_01,28778,29087,10,94,353
P01_01_21,P01_01,1683,1698,4,8,2811
P01_01_210,P01_01,28784,28815,0,20,107
P01_01_211,P01_01,29112,29134,0,15,55
P01_01_212,P01_01,29137,29158,3,42,2425
P01_01_213,P01_01,29202,29544,9,27,3756
P01_01_214,P01_01,29509,29570,4,42,2785
P01_01_215,P01_01,29592,29644,1,15,1167
P01_01_216,P01_01,29688,29808,0,58,221
P01_01_217,P01_01,29836,29912,3,3,2413
P01_01_218,P01_01,29915,30237,5,58,3162
P01_01_219,P01_01,30230,30283,4,8,2811
P01_01_22,P01_01,1723,1761,1,4,1307
P01_01_220,P01_01,30298,30326,0,20,107
P01_01_221,P01_01,30327,30541,10,94,353
P01_01_222,P01_01,30546,30606,17,24,1002
P01_01_223,P01_01,30616,30751,10,94,353
P01_01_224,P01_01,30762,30981,10,55,333
P01_01_225,P01_01,31007,31036,1,20,1217
P01_01_226,P01_01,31051,31128,0,1,1
P01_01_227,P01_01,31108,31242,0,10,2
P01_01_228,P01_01,31206,31460,1,10,1113
P01_01_229,P01_01,31245,31381,1,10,1113
P01_01_23,P01_01,1771,1869,6,0,3328
P01_01_230,P01_01,31389,31452,3,8,2459
P01_01_231,P01_01,31550,31583,0,20,107
P01_01_232,P01_01,31556,32022,10,94,353
P01_01_233,P01_01,31996,32027,1,20,1217
P01_01_234,P01_01,32224,32288,0,21,118
P01_01_235,P01_01,32261,32301,3,21,2392
P01_01_236,P01_01,32312,32364,12,21,590
P01_01_237,P01_01,32370,32507,4,21,2766
P01_01_238,P01_01,32510,32536,1,21,1226
P01_01_239,P01_01,32593,32638,0,20,107
P01_01_24,P01_01,1855,1956,2,76,1951
P01_01_240,P01_01,32624,32769,10,55,333
P01_01_241,P01_01,32827,33101,10,94,353
P01_01_242,P01_01,32970,33937,10,94,353
P01_01_243,P01_01,33957,34012,1,20,1217
P01_01_244,P01_01,34892,35159,10,94,353
P01_01_245,P01_01,35164,35352,10,55,333
P01_01_246,P01_01,35357,35415,1,20,1217
P01_01_247,P01_01,35492,36359,72,55,3386
P01_01_248,P01_01,36424,36462,0,20,107
P01_01_249,P01_01,36455,36775,1,20,1217
P01_01_25,P01_01,1956,2193,2,76,1951
P01_01_250,P01_01,36459,36771,10,94,353
P01_01_251,P01_01,36768,36798,0,1,1
P01_01_252,P01_01,36831,36920,16,55,958
P01_01_253,P01_01,36947,37081,35,55,2179
P01_01_254,P01_01,37084,37167,1,1,1112
P01_01_255,P01_01,37436,37492,3,3,2413
P01_01_256,P01_01,37531,37589,0,110,14
P01_01_257,P01_01,37919,37960,0,10,2
P01_01_258,P01_01,37950,38111,9,27,3756
P01_01_259,P01_01,38127,38299,60,27,3209
P01_01_26,P01_01,2228,2366,2,41,1917
P01_01_260,P01_01,38176,38218,1,15,1167
P01_01_261,P01_01,38283,38328,1,10,1113
P01_01_262,P01_01,38421,38446,0,20,107
P01_01_263,P01_01,38451,38781,10,94,353
P01_01_264,P01_01,38686,38888,10,94,353
P01_01_265,P01_01,38878,38909,1,20,1217
P01_01_266,P01_01,39135,39163,0,20,107
P01_01_267,P01_01,39188,39365,10,55,333
P01_01_268,P01_01,39344,39420,1,20,1217
P01_01_269,P01_01,39476,39567,72,55,3386
P01_01_27,P01_01,2369,2483,2,41,1917
P01_01_270,P01_01,40211,40605,72,55,3386
P01_01_271,P01_01,40609,40664,0,1,1
P01_01_272,P01_01,40657,40793,16,55,958
P01_01_273,P01_01,40793,40962,35,55,2179
P01_01_274,P01_01,40980,41088,1,1,1112
P01_01_275,P01_01,41091,41214,8,24,3654
P01_01_276,P01_01,41783,41853,0,5,212
P01_01_277,P01_01,41896,42038,37,5,2265
P01_01_278,P01_01,42059,42264,37,55,2267
P01_01_279,P01_01,42290,42393,9,55,3782
P01_01_28,P01_01,2465,2495,8,0,3641
P01_01_280,P01_01,42390,42420,1,110,1124
P01_01_281,P01_01,42441,42726,16,55,958
P01_01_282,P01_01,42726,42779,1,5,1318
P01_01_283,P01_01,42784,42834,1,110,1124
P01_01_284,P01_01,42851,42875,1,20,1217
P01_01_285,P01_01,42884,42907,0,20,107
P01_01_286,P01_01,42921,43090,10,55,333
P01_01_287,P01_01,43090,43110,1,20,1217
P01_01_288,P01_01,43108,43308,9,138,3715
P01_01_289,P01_01,43114,43134,0,138,42
P01_01_29,P01_01,2564,2594,1,94,1364
P01_01_290,P01_01,43146,43174,3,138,2355
P01_01_291,P01_01,43288,43321,1,138,1154
P01_01_292,P01_01,43315,43347,0,20,107
P01_01_293,P01_01,43346,43710,10,55,333
P01_01_294,P01_01,43660,43878,10,55,333
P01_01_295,P01_01,43881,44098,10,55,333
P01_01_296,P01_01,44101,45158,10,55,333
P01_01_297,P01_01,45135,45222,8,24,3654
P01_01_298,P01_01,45241,45542,10,55,333
P01_01_299,P01_01,45545,45786,10,55,333
P01_01_3,P01_01,383,419,3,12,2345
P01_01_30,P01_01,2622,2648,3,3,2413
P01_01_300,P01_01,45720,46455,10,55,333
P01_01_301,P01_01,46462,46495,1,20,1217
P01_01_302,P01_01,46503,46623,4,138,2738
P01_01_303,P01_01,46633,46655,1,138,1154
P01_01_304,P01_01,46666,46703,0,21,118
P01_01_305,P01_01,46704,46760,0,20,107
P01_01_306,P01_01,46728,46889,9,55,3782
P01_01_307,P01_01,46824,47213,9,55,3782
P01_01_308,P01_01,46875,46928,16,55,958
P01_01_309,P01_01,46931,46983,9,55,3782
P01_01_31,P01_01,2775,2822,0,96,260
P01_01_310,P01_01,46994,47054,16,55,958
P01_01_311,P01_01,47216,47239,1,21,1226
P01_01_312,P01_01,47225,47259,1,20,1217
P01_01_313,P01_01,47261,47318,0,2,106
P01_01_314,P01_01,47333,47374,1,2,1216
P01_01_315,P01_01,47376,47404,0,20,107
P01_01_316,P01_01,47403,47776,9,55,3782
P01_01_317,P01_01,47816,47995,16,55,958
P01_01_318,P01_01,48020,48181,16,55,958
P01_01_319,P01_01,48183,48543,9,55,3782
P01_01_32,P01_01,2858,2986,0,5,212
P01_01_320,P01_01,48187,48561,16,55,958
P01_01_321,P01_01,48544,48615,1,20,1217
P01_01_322,P01_01,48629,48693,1,5,1318
P01_01_323,P01_01,48758,48808,6,0,3328
P01_01_324,P01_01,48812,48891,2,5,1924
P01_01_325,P01_01,48903,49007,2,5,1924
P01_01_326,P01_01,49010,49056,2,110,1822
P01_01_327,P01_01,49049,49083,8,0,3641
P01_01_328,P01_01,49128,49191,0,2,106
P01_01_329,P01_01,49212,49250,1,2,1216
P01_01_33,P01_01,3022,3067,1,5,1318
P01_01_34,P01_01,3049,3072,4,3,2778
P01_01_35,P01_01,3090,3113,4,3,2778
P01_01_36,P01_01,3123,3156,0,76,240
P01_01_37,P01_01,3170,3660,7,76,3549
P01_01_38,P01_01,3663,3809,6,24,3346
P01_01_39,P01_01,3834,4346,7,76,3549
P01_01_4,P01_01,457,491,0,223,131
P01_01_40,P01_01,3929,4373,7,76,3549
P01_01_41,P01_01,4515,4969,7,76,3549
P01_01_42,P01_01,4972,5408,7,76,3549
P01_01_43,P01_01,5411,5817,7,76,3549
P01_01_44,P01_01,7171,7464,7,76,3549
P01_01_45,P01_01,7501,7736,9,76,3795
P01_01_46,P01_01,7850,7939,13,76,761
P01_01_47,P01_01,7951,7993,3,8,2459
P01_01_48,P01_01,8057,8077,4,8,2811
P01_01_49,P01_01,8112,8164,0,20,107
P01_01_5,P01_01,495,541,0,21,118
P01_01_50,P01_01,8162,8335,10,76,347
P01_01_51,P01_01,8388,8440,0,38,199
P01_01_52,P01_01,8443,8487,3,38,2421
P01_01_53,P01_01,8484,8551,9,38,3770
P01_01_54,P01_01,8554,8603,1,38,1305
P01_01_55,P01_01,8635,8827,10,76,347
P01_01_56,P01_01,8830,8868,1,20,1217
P01_01_57,P01_01,8871,8991,0,223,131
P01_01_58,P01_01,9037,9465,2,223,1881
P01_01_59,P01_01,9039,9103,6,0,3328
P01_01_6,P01_01,545,634,0,81,246
P01_01_60,P01_01,9106,9464,2,223,1881
P01_01_61,P01_01,9450,9478,8,0,3641
P01_01_62,P01_01,9547,9600,1,223,1240
P01_01_63,P01_01,9683,9845,7,223,3510
P01_01_64,P01_01,9848,10142,7,223,3510
P01_01_65,P01_01,10249,10386,9,223,3746
P01_01_66,P01_01,10380,10430,1,18,1198
P01_01_67,P01_01,10419,10613,0,223,131
P01_01_68,P01_01,10622,10753,13,36,730
P01_01_69,P01_01,10806,10855,3,12,2345
P01_01_7,P01_01,657,699,4,12,2729
P01_01_70,P01_01,10822,10892,5,223,3093
P01_01_71,P01_01,10892,10924,4,12,2729
P01_01_72,P01_01,11020,11050,0,20,107
P01_01_73,P01_01,11051,11340,10,20,300
P01_01_74,P01_01,11334,11379,1,20,1217
P01_01_75,P01_01,11377,11436,3,21,2392
P01_01_76,P01_01,11445,11545,0,16,66
P01_01_77,P01_01,11520,11542,0,16,66
P01_01_78,P01_01,11545,11567,1,16,1177
P01_01_79,P01_01,11564,11651,4,21,2766
